,User,Location,Tweet,Tweet_clean,Tweet_token,Tweet_nonstop
1738,kaitlynphilp,"Mount Pleasant, MI",My therapist the same thing Unfortunately I cant afford a horse so I just end up going for a walk,My therapist the same thing Unfortunately I cant afford a horse so I just end up going for a walk,"['my', 'therapist', 'the', 'same', 'thing', 'unfortunately', 'i', 'cant', 'afford', 'a', 'horse', 'so', 'i', 'just', 'end', 'up', 'going', 'for', 'a', 'walk']","['therapist', 'thing', 'unfortunately', 'cant', 'afford', 'horse', 'end', 'going', 'walk']"
1739,brianwhite1990,,I wish I had money to afford fuji400h just so I can complain that I cant get it now its going away,I wish I had money to afford fuji400h just so I can complain that I cant get it now its going away,"['i', 'wish', 'i', 'had', 'money', 'to', 'afford', 'fuji400h', 'just', 'so', 'i', 'can', 'complain', 'that', 'i', 'cant', 'get', 'it', 'now', 'its', 'going', 'away']","['wish', 'money', 'afford', 'fuji400h', 'complain', 'cant', 'get', 'going', 'away']"
1740,kevineatsbutter,United States,I cant even imagine how it would be like to have a best friend or have someone there willing to spend time with me without to beg for it Its just such a foreign concept,I cant even imagine how it would be like to have a best friend or have someone there willing to spend time with me without to beg for it Its just such a foreign concept,"['i', 'cant', 'even', 'imagine', 'how', 'it', 'would', 'be', 'like', 'to', 'have', 'a', 'best', 'friend', 'or', 'have', 'someone', 'there', 'willing', 'to', 'spend', 'time', 'with', 'me', 'without', 'to', 'beg', 'for', 'it', 'its', 'just', 'such', 'a', 'foreign', 'concept']","['cant', 'even', 'imagine', 'would', 'like', 'best', 'friend', 'someone', 'willing', 'spend', 'time', 'without', 'beg', 'foreign', 'concept']"
1741,Chitowncecil68,,The ground are simple name one thing Ben thats fascist several times but you cant answer so you just keep because as I said you are full of it,The ground are simple name one thing Ben thats fascist several times but you cant answer so you just keep because as I said you are full of it,"['the', 'ground', 'are', 'simple', 'name', 'one', 'thing', 'ben', 'thats', 'fascist', 'several', 'times', 'but', 'you', 'cant', 'answer', 'so', 'you', 'just', 'keep', 'because', 'as', 'i', 'said', 'you', 'are', 'full', 'of', 'it']","['ground', 'simple', 'name', 'one', 'thing', 'ben', 'thats', 'fascist', 'several', 'times', 'cant', 'answer', 'keep', 'said', 'full']"
1742,Smithyshere,"London, UK",Just like any passing shopper I cant resist stopping to watch a especially when its and Twiggy swinging60s photography fashion,Just like any passing shopper I cant resist stopping to watch a especially when its and Twiggy swinging60s photography fashion,"['just', 'like', 'any', 'passing', 'shopper', 'i', 'cant', 'resist', 'stopping', 'to', 'watch', 'a', 'especially', 'when', 'its', 'and', 'twiggy', 'swinging60s', 'photography', 'fashion']","['like', 'passing', 'shopper', 'cant', 'resist', 'stopping', 'watch', 'especially', 'twiggy', 'swinging60s', 'photography', 'fashion']"
1743,Samie8210,,Name60042676 Lilshady907 This Just hot out of college and cant get anything now And a lot of I see that require a 4 year degree are still only 15 an hour so its like,Name60042676 Lilshady907 This Just hot out of college and cant get anything now And a lot of I see that require a year degree are still only an hour so its like,"['name60042676', 'lilshady907', 'this', 'just', 'hot', 'out', 'of', 'college', 'and', 'cant', 'get', 'anything', 'now', 'and', 'a', 'lot', 'of', 'i', 'see', 'that', 'require', 'a', 'year', 'degree', 'are', 'still', 'only', 'an', 'hour', 'so', 'its', 'like']","['name60042676', 'lilshady907', 'hot', 'college', 'cant', 'get', 'anything', 'lot', 'see', 'require', 'year', 'degree', 'still', 'hour', 'like']"
1744,scastiel,"Montréal, Québec",in quarantine for two more days I can just look at the snow through the window cant wait to go out,in quarantine for two more days I can just look at the snow through the window cant wait to go out,"['in', 'quarantine', 'for', 'two', 'more', 'days', 'i', 'can', 'just', 'look', 'at', 'the', 'snow', 'through', 'the', 'window', 'cant', 'wait', 'to', 'go', 'out']","['quarantine', 'two', 'days', 'look', 'snow', 'window', 'cant', 'wait', 'go']"
1745,JustGeometry,At RobTop's House,So its been 4 and theres no update to To be honest I really dont care that much about how long it I just want it to be the best it can,So its been and theres no update to To be honest I really dont care that much about how long it I just want it to be the best it can,"['so', 'its', 'been', 'and', 'theres', 'no', 'update', 'to', 'to', 'be', 'honest', 'i', 'really', 'dont', 'care', 'that', 'much', 'about', 'how', 'long', 'it', 'i', 'just', 'want', 'it', 'to', 'be', 'the', 'best', 'it', 'can']","['theres', 'update', 'honest', 'really', 'dont', 'care', 'much', 'long', 'want', 'best']"
1746,kleocchi,Any Pronouns,what you can listen to whatever you like I honestly care what people Its just my personal opinion of them,what you can listen to whatever you like I honestly care what people Its just my personal opinion of them,"['what', 'you', 'can', 'listen', 'to', 'whatever', 'you', 'like', 'i', 'honestly', 'care', 'what', 'people', 'its', 'just', 'my', 'personal', 'opinion', 'of', 'them']","['listen', 'whatever', 'like', 'honestly', 'care', 'people', 'personal', 'opinion']"
1747,Nat53994084,,Something bad to you Or maybe its just your belief of your importance because white with you being removed from all the you were in Wont make much difference I wouldnt get near your president he he can grab you by the pussy,Something bad to you Or maybe its just your belief of your importance because white with you being removed from all the you were in Wont make much difference I wouldnt get near your president he he can grab you by the pussy,"['something', 'bad', 'to', 'you', 'or', 'maybe', 'its', 'just', 'your', 'belief', 'of', 'your', 'importance', 'because', 'white', 'with', 'you', 'being', 'removed', 'from', 'all', 'the', 'you', 'were', 'in', 'wont', 'make', 'much', 'difference', 'i', 'wouldnt', 'get', 'near', 'your', 'president', 'he', 'he', 'can', 'grab', 'you', 'by', 'the', 'pussy']","['something', 'bad', 'maybe', 'belief', 'importance', 'white', 'removed', 'wont', 'make', 'much', 'difference', 'wouldnt', 'get', 'near', 'president', 'grab', 'pussy']"
1748,iStalkPhatGirls,Mississippi,You can do it I cant really work out like I but I still lost like 15 more by just eating better,You can do it I cant really work out like I but I still lost like more by just eating better,"['you', 'can', 'do', 'it', 'i', 'cant', 'really', 'work', 'out', 'like', 'i', 'but', 'i', 'still', 'lost', 'like', 'more', 'by', 'just', 'eating', 'better']","['cant', 'really', 'work', 'like', 'still', 'lost', 'like', 'eating', 'better']"
1749,harrseltay,,get for this but DE like its copied from somewhere the beat the all familiar i just cant pinpoint exactly where it wait i figured it out it like the next billboard 1 hit,get for this but DE like its copied from somewhere the beat the all familiar i just cant pinpoint exactly where it wait i figured it out it like the next billboard hit,"['get', 'for', 'this', 'but', 'de', 'like', 'its', 'copied', 'from', 'somewhere', 'the', 'beat', 'the', 'all', 'familiar', 'i', 'just', 'cant', 'pinpoint', 'exactly', 'where', 'it', 'wait', 'i', 'figured', 'it', 'out', 'it', 'like', 'the', 'next', 'billboard', 'hit']","['get', 'de', 'like', 'copied', 'somewhere', 'beat', 'familiar', 'cant', 'pinpoint', 'exactly', 'wait', 'figured', 'like', 'next', 'billboard', 'hit']"
1750,LaBeyard,I don't know anymore,What do you know Someone in this God forsaken state a conscience Amazing I just cant tell if going against skewed ideology because he truly that way or is just himself is realizing that his relationship with is toxic for business,What do you know Someone in this God forsaken state a conscience Amazing I just cant tell if going against skewed ideology because he truly that way or is just himself is realizing that his relationship with is toxic for business,"['what', 'do', 'you', 'know', 'someone', 'in', 'this', 'god', 'forsaken', 'state', 'a', 'conscience', 'amazing', 'i', 'just', 'cant', 'tell', 'if', 'going', 'against', 'skewed', 'ideology', 'because', 'he', 'truly', 'that', 'way', 'or', 'is', 'just', 'himself', 'is', 'realizing', 'that', 'his', 'relationship', 'with', 'is', 'toxic', 'for', 'business']","['know', 'someone', 'god', 'forsaken', 'state', 'conscience', 'amazing', 'cant', 'tell', 'going', 'skewed', 'ideology', 'truly', 'way', 'realizing', 'relationship', 'toxic', 'business']"
1751,LexiOnFiyah,$GreenLexis,Well then perhaps it can be I just dont have much faith in the these days The blue is bleeding a bit purple,Well then perhaps it can be I just dont have much faith in the these days The blue is bleeding a bit purple,"['well', 'then', 'perhaps', 'it', 'can', 'be', 'i', 'just', 'dont', 'have', 'much', 'faith', 'in', 'the', 'these', 'days', 'the', 'blue', 'is', 'bleeding', 'a', 'bit', 'purple']","['well', 'perhaps', 'dont', 'much', 'faith', 'days', 'blue', 'bleeding', 'bit', 'purple']"
1752,petemill66,,with your I cant believe is 2mother Its just weird what a hoe,with your I cant believe is mother Its just weird what a hoe,"['with', 'your', 'i', 'cant', 'believe', 'is', 'mother', 'its', 'just', 'weird', 'what', 'a', 'hoe']","['cant', 'believe', 'mother', 'weird', 'hoe']"
1753,sarahnwade,,Oh just one interview I did by phone with a very famous musician I really cant name It wasnt that he wasnt nice he was just clearly completely stoned and it was really hard to talk to him,Oh just one interview I did by phone with a very famous musician I really cant name It wasnt that he wasnt nice he was just clearly completely stoned and it was really hard to talk to him,"['oh', 'just', 'one', 'interview', 'i', 'did', 'by', 'phone', 'with', 'a', 'very', 'famous', 'musician', 'i', 'really', 'cant', 'name', 'it', 'wasnt', 'that', 'he', 'wasnt', 'nice', 'he', 'was', 'just', 'clearly', 'completely', 'stoned', 'and', 'it', 'was', 'really', 'hard', 'to', 'talk', 'to', 'him']","['oh', 'one', 'interview', 'phone', 'famous', 'musician', 'really', 'cant', 'name', 'wasnt', 'wasnt', 'nice', 'clearly', 'completely', 'stoned', 'really', 'hard', 'talk']"
1754,Tweeze12,"Toledo, Ohio",I just cant with these kind of Id kill those,I just cant with these kind of Id kill those,"['i', 'just', 'cant', 'with', 'these', 'kind', 'of', 'id', 'kill', 'those']","['cant', 'kind', 'id', 'kill']"
1755,GeneticWolfXV,"Kilmarnock, Scotland",jlc0304 I wish I had your motivation and drive my dude tried to get off a few times I just cant break the routine What side effects are you facing,jlc0304 I wish I had your motivation and drive my dude tried to get off a few times I just cant break the routine What side effects are you facing,"['jlc0304', 'i', 'wish', 'i', 'had', 'your', 'motivation', 'and', 'drive', 'my', 'dude', 'tried', 'to', 'get', 'off', 'a', 'few', 'times', 'i', 'just', 'cant', 'break', 'the', 'routine', 'what', 'side', 'effects', 'are', 'you', 'facing']","['jlc0304', 'wish', 'motivation', 'drive', 'dude', 'tried', 'get', 'times', 'cant', 'break', 'routine', 'side', 'effects', 'facing']"
1756,erintime,"Clarington, Ontario",Yep I mean you cant get it at home seeing no one so and no blame or shame Just on this topic too and I think there is always more to it,Yep I mean you cant get it at home seeing no one so and no blame or shame Just on this topic too and I think there is always more to it,"['yep', 'i', 'mean', 'you', 'cant', 'get', 'it', 'at', 'home', 'seeing', 'no', 'one', 'so', 'and', 'no', 'blame', 'or', 'shame', 'just', 'on', 'this', 'topic', 'too', 'and', 'i', 'think', 'there', 'is', 'always', 'more', 'to', 'it']","['yep', 'mean', 'cant', 'get', 'home', 'seeing', 'one', 'blame', 'shame', 'topic', 'think', 'always']"
1757,R_S_Kiddo,,11 and salt as I cant express anything just me in a good Thank you for being so kind and warm big Heart,and salt as I cant express anything just me in a good Thank you for being so kind and warm big Heart,"['and', 'salt', 'as', 'i', 'cant', 'express', 'anything', 'just', 'me', 'in', 'a', 'good', 'thank', 'you', 'for', 'being', 'so', 'kind', 'and', 'warm', 'big', 'heart']","['salt', 'cant', 'express', 'anything', 'good', 'thank', 'kind', 'warm', 'big', 'heart']"
1758,DaylinAdams,,Jamezx150 So you know people cant sell goods and if people already cant afford them I try to sell a gallon of milk for 6 and someone cant afford it it wont sell regardless I guess that 4gal gas just stayed the same since 2009 when minimum wage went up,Jamezx150 So you know people cant sell goods and if people already cant afford them I try to sell a gallon of milk for and someone cant afford it it wont sell regardless I guess that gal gas just stayed the same since when minimum wage went up,"['jamezx150', 'so', 'you', 'know', 'people', 'cant', 'sell', 'goods', 'and', 'if', 'people', 'already', 'cant', 'afford', 'them', 'i', 'try', 'to', 'sell', 'a', 'gallon', 'of', 'milk', 'for', 'and', 'someone', 'cant', 'afford', 'it', 'it', 'wont', 'sell', 'regardless', 'i', 'guess', 'that', 'gal', 'gas', 'just', 'stayed', 'the', 'same', 'since', 'when', 'minimum', 'wage', 'went', 'up']","['jamezx150', 'know', 'people', 'cant', 'sell', 'goods', 'people', 'already', 'cant', 'afford', 'try', 'sell', 'gallon', 'milk', 'someone', 'cant', 'afford', 'wont', 'sell', 'regardless', 'guess', 'gal', 'gas', 'stayed', 'since', 'minimum', 'wage', 'went']"
1759,STFUiTS_TIKABOO,,I promise you dont if they some bread they even more mean One of em told me my skin light enough growing up they see too many dark I cant make this up or maybe it just the rich dick met when I worked in da strip,I promise you dont if they some bread they even more mean One of em told me my skin light enough growing up they see too many dark I cant make this up or maybe it just the rich dick met when I worked in da strip,"['i', 'promise', 'you', 'dont', 'if', 'they', 'some', 'bread', 'they', 'even', 'more', 'mean', 'one', 'of', 'em', 'told', 'me', 'my', 'skin', 'light', 'enough', 'growing', 'up', 'they', 'see', 'too', 'many', 'dark', 'i', 'cant', 'make', 'this', 'up', 'or', 'maybe', 'it', 'just', 'the', 'rich', 'dick', 'met', 'when', 'i', 'worked', 'in', 'da', 'strip']","['promise', 'dont', 'bread', 'even', 'mean', 'one', 'em', 'told', 'skin', 'light', 'enough', 'growing', 'see', 'many', 'dark', 'cant', 'make', 'maybe', 'rich', 'dick', 'met', 'worked', 'da', 'strip']"
1760,Destinysraven,northern new england,You know what its like to be an make well in advance but for the 4 before your you have to mentally prepare yourself to just get out of your space I dont people today but I cant cancel There will be LOTS of coffee,You know what its like to be an make well in advance but for the before your you have to mentally prepare yourself to just get out of your space I dont people today but I cant cancel There will be LOTS of coffee,"['you', 'know', 'what', 'its', 'like', 'to', 'be', 'an', 'make', 'well', 'in', 'advance', 'but', 'for', 'the', 'before', 'your', 'you', 'have', 'to', 'mentally', 'prepare', 'yourself', 'to', 'just', 'get', 'out', 'of', 'your', 'space', 'i', 'dont', 'people', 'today', 'but', 'i', 'cant', 'cancel', 'there', 'will', 'be', 'lots', 'of', 'coffee']","['know', 'like', 'make', 'well', 'advance', 'mentally', 'prepare', 'get', 'space', 'dont', 'people', 'today', 'cant', 'cancel', 'lots', 'coffee']"
1761,human3500,Ottawa,So people with mobility can get into the park but cant go through it will just say theres a ramp at the other end,So people with mobility can get into the park but cant go through it will just say theres a ramp at the other end,"['so', 'people', 'with', 'mobility', 'can', 'get', 'into', 'the', 'park', 'but', 'cant', 'go', 'through', 'it', 'will', 'just', 'say', 'theres', 'a', 'ramp', 'at', 'the', 'other', 'end']","['people', 'mobility', 'get', 'park', 'cant', 'go', 'say', 'theres', 'ramp', 'end']"
1762,Priyans50708911,India,qbtheking2 Maybe he is not but in the we can look a bit like I think Ralph didnt see his face just a and after seeing though he was him but in reality is the mean,qbtheking2 Maybe he is not but in the we can look a bit like I think Ralph didnt see his face just a and after seeing though he was him but in reality is the mean,"['qbtheking2', 'maybe', 'he', 'is', 'not', 'but', 'in', 'the', 'we', 'can', 'look', 'a', 'bit', 'like', 'i', 'think', 'ralph', 'didnt', 'see', 'his', 'face', 'just', 'a', 'and', 'after', 'seeing', 'though', 'he', 'was', 'him', 'but', 'in', 'reality', 'is', 'the', 'mean']","['qbtheking2', 'maybe', 'look', 'bit', 'like', 'think', 'ralph', 'didnt', 'see', 'face', 'seeing', 'though', 'reality', 'mean']"
1763,SKZCHBANG,Roleplay purposes. ,Ya know I just want to tease you What Suddenly I cant speak You should sleep if you feel sleepy I am trying to be a bit productive tonight,Ya know I just want to tease you What Suddenly I cant speak You should sleep if you feel sleepy I am trying to be a bit productive tonight,"['ya', 'know', 'i', 'just', 'want', 'to', 'tease', 'you', 'what', 'suddenly', 'i', 'cant', 'speak', 'you', 'should', 'sleep', 'if', 'you', 'feel', 'sleepy', 'i', 'am', 'trying', 'to', 'be', 'a', 'bit', 'productive', 'tonight']","['ya', 'know', 'want', 'tease', 'suddenly', 'cant', 'speak', 'sleep', 'feel', 'sleepy', 'trying', 'bit', 'productive', 'tonight']"
1764,mindeukae,,I just cant understand why some want to win but they dont even do the they should do in order for to get what they deserve,I just cant understand why some want to win but they dont even do the they should do in order for to get what they deserve,"['i', 'just', 'cant', 'understand', 'why', 'some', 'want', 'to', 'win', 'but', 'they', 'dont', 'even', 'do', 'the', 'they', 'should', 'do', 'in', 'order', 'for', 'to', 'get', 'what', 'they', 'deserve']","['cant', 'understand', 'want', 'win', 'dont', 'even', 'order', 'get', 'deserve']"
1765,4EverQueenin,"Chattanooga, TN",Clearly if just now saying something to let you know and this old ion brag and cant no bitch move me cause it was 10 last month you over play your part bitch,Clearly if just now saying something to let you know and this old ion brag and cant no bitch move me cause it was last month you over play your part bitch,"['clearly', 'if', 'just', 'now', 'saying', 'something', 'to', 'let', 'you', 'know', 'and', 'this', 'old', 'ion', 'brag', 'and', 'cant', 'no', 'bitch', 'move', 'me', 'cause', 'it', 'was', 'last', 'month', 'you', 'over', 'play', 'your', 'part', 'bitch']","['clearly', 'saying', 'something', 'let', 'know', 'old', 'ion', 'brag', 'cant', 'bitch', 'move', 'cause', 'last', 'month', 'play', 'part', 'bitch']"
1766,NewforestStock,New Forest Hampshire,AndrewKnight226 stevedeg1 30yearoldnobody wobski421 jakeypegs79 01ivi3r1u6 harrycovert16 S1Stuart PhotoGu19646088 I own few and I can tell you know These are not and be business people They have no basic understanding of the modern business they are just,AndrewKnight226 stevedeg1 yearoldnobody wobski421 jakeypegs79 ivi3r1u6 harrycovert16 S1Stuart PhotoGu19646088 I own few and I can tell you know These are not and be business people They have no basic understanding of the modern business they are just,"['andrewknight226', 'stevedeg1', 'yearoldnobody', 'wobski421', 'jakeypegs79', 'ivi3r1u6', 'harrycovert16', 's1stuart', 'photogu19646088', 'i', 'own', 'few', 'and', 'i', 'can', 'tell', 'you', 'know', 'these', 'are', 'not', 'and', 'be', 'business', 'people', 'they', 'have', 'no', 'basic', 'understanding', 'of', 'the', 'modern', 'business', 'they', 'are', 'just']","['andrewknight226', 'stevedeg1', 'yearoldnobody', 'wobski421', 'jakeypegs79', 'ivi3r1u6', 'harrycovert16', 's1stuart', 'photogu19646088', 'tell', 'know', 'business', 'people', 'basic', 'understanding', 'modern', 'business']"
1767,baynas_mae,,I cant believe I myself to be disrespectful so many times just because i care about his,I cant believe I myself to be disrespectful so many times just because i care about his,"['i', 'cant', 'believe', 'i', 'myself', 'to', 'be', 'disrespectful', 'so', 'many', 'times', 'just', 'because', 'i', 'care', 'about', 'his']","['cant', 'believe', 'disrespectful', 'many', 'times', 'care']"
1768,ElCarters,Poland,then in s15 we got Dean Sam to live the life So its basically the same And I hate that like Like there is no way no one sane would think that after 10 that same ending is still fitting It cant be Just,then in s15 we got Dean Sam to live the life So its basically the same And I hate that like Like there is no way no one sane would think that after that same ending is still fitting It cant be Just,"['then', 'in', 's15', 'we', 'got', 'dean', 'sam', 'to', 'live', 'the', 'life', 'so', 'its', 'basically', 'the', 'same', 'and', 'i', 'hate', 'that', 'like', 'like', 'there', 'is', 'no', 'way', 'no', 'one', 'sane', 'would', 'think', 'that', 'after', 'that', 'same', 'ending', 'is', 'still', 'fitting', 'it', 'cant', 'be', 'just']","['s15', 'got', 'dean', 'sam', 'live', 'life', 'basically', 'hate', 'like', 'like', 'way', 'one', 'sane', 'would', 'think', 'ending', 'still', 'fitting', 'cant']"
1769,MrAshRamage, North Queensland Australia,GreenRob84 Exactly I also think that the voice of professional wrestling Ross given up and just going through the now you can even hear him on commentary basically saying how every match is the exact same No one the it doesnt make sense,GreenRob84 Exactly I also think that the voice of professional wrestling Ross given up and just going through the now you can even hear him on commentary basically saying how every match is the exact same No one the it doesnt make sense,"['greenrob84', 'exactly', 'i', 'also', 'think', 'that', 'the', 'voice', 'of', 'professional', 'wrestling', 'ross', 'given', 'up', 'and', 'just', 'going', 'through', 'the', 'now', 'you', 'can', 'even', 'hear', 'him', 'on', 'commentary', 'basically', 'saying', 'how', 'every', 'match', 'is', 'the', 'exact', 'same', 'no', 'one', 'the', 'it', 'doesnt', 'make', 'sense']","['greenrob84', 'exactly', 'also', 'think', 'voice', 'professional', 'wrestling', 'ross', 'given', 'going', 'even', 'hear', 'commentary', 'basically', 'saying', 'every', 'match', 'exact', 'one', 'doesnt', 'make', 'sense']"
1770,GriffCWild,"Welsh, LA to Lubbock, TX",SoStoked14 may screw but they dont care if it goes up they can afford it work within a budget that this is what I can afford for labor and thats just reality,SoStoked14 may screw but they dont care if it goes up they can afford it work within a budget that this is what I can afford for labor and thats just reality,"['sostoked14', 'may', 'screw', 'but', 'they', 'dont', 'care', 'if', 'it', 'goes', 'up', 'they', 'can', 'afford', 'it', 'work', 'within', 'a', 'budget', 'that', 'this', 'is', 'what', 'i', 'can', 'afford', 'for', 'labor', 'and', 'thats', 'just', 'reality']","['sostoked14', 'may', 'screw', 'dont', 'care', 'goes', 'afford', 'work', 'within', 'budget', 'afford', 'labor', 'thats', 'reality']"
1771,Willy_Hunting,"Beijing, China",Yeah sorry emotional just cant believe the Buffalo are in this position Been an incredible ride for Josh and the its not over but win or lose this been the happiest been in funnel 20 and break my kitchen table,Yeah sorry emotional just cant believe the Buffalo are in this position Been an incredible ride for Josh and the its not over but win or lose this been the happiest been in funnel and break my kitchen table,"['yeah', 'sorry', 'emotional', 'just', 'cant', 'believe', 'the', 'buffalo', 'are', 'in', 'this', 'position', 'been', 'an', 'incredible', 'ride', 'for', 'josh', 'and', 'the', 'its', 'not', 'over', 'but', 'win', 'or', 'lose', 'this', 'been', 'the', 'happiest', 'been', 'in', 'funnel', 'and', 'break', 'my', 'kitchen', 'table']","['yeah', 'sorry', 'emotional', 'cant', 'believe', 'buffalo', 'position', 'incredible', 'ride', 'josh', 'win', 'lose', 'happiest', 'funnel', 'break', 'kitchen', 'table']"
1772,jensenrenaye,"Adrian, MI",crying at the gym been tanning too much and now have i major again why cant i just have a normal face,crying at the gym been tanning too much and now have i major again why cant i just have a normal face,"['crying', 'at', 'the', 'gym', 'been', 'tanning', 'too', 'much', 'and', 'now', 'have', 'i', 'major', 'again', 'why', 'cant', 'i', 'just', 'have', 'a', 'normal', 'face']","['crying', 'gym', 'tanning', 'much', 'major', 'cant', 'normal', 'face']"
1773,yuugofast,New York,it might just be the way this office does it because I didnt know that was a thing either I know its easier to do then but its been 4 i left a message to call me back so hopefully we can work something out,it might just be the way this office does it because I didnt know that was a thing either I know its easier to do then but its been i left a message to call me back so hopefully we can work something out,"['it', 'might', 'just', 'be', 'the', 'way', 'this', 'office', 'does', 'it', 'because', 'i', 'didnt', 'know', 'that', 'was', 'a', 'thing', 'either', 'i', 'know', 'its', 'easier', 'to', 'do', 'then', 'but', 'its', 'been', 'i', 'left', 'a', 'message', 'to', 'call', 'me', 'back', 'so', 'hopefully', 'we', 'can', 'work', 'something', 'out']","['might', 'way', 'office', 'didnt', 'know', 'thing', 'either', 'know', 'easier', 'left', 'message', 'call', 'back', 'hopefully', 'work', 'something']"
1774,shotokekiii,johhnys’ island,been thinking about this choreography so much that i even dreamt about it i dreamt that snow man this somewhere just cant remember where,been thinking about this choreography so much that i even dreamt about it i dreamt that snow man this somewhere just cant remember where,"['been', 'thinking', 'about', 'this', 'choreography', 'so', 'much', 'that', 'i', 'even', 'dreamt', 'about', 'it', 'i', 'dreamt', 'that', 'snow', 'man', 'this', 'somewhere', 'just', 'cant', 'remember', 'where']","['thinking', 'choreography', 'much', 'even', 'dreamt', 'dreamt', 'snow', 'man', 'somewhere', 'cant', 'remember']"
1775,mccormick_ted,"Tiohtiá:ke/Montréal, Québec",6079WSmith You can say as in Sometimes that is all you can do But if you have access to the primary source it is much better to cite that Id also avoid suggesting the source directly if I havent see the post I just linked,WSmith You can say as in Sometimes that is all you can do But if you have access to the primary source it is much better to cite that Id also avoid suggesting the source directly if I havent see the post I just linked,"['wsmith', 'you', 'can', 'say', 'as', 'in', 'sometimes', 'that', 'is', 'all', 'you', 'can', 'do', 'but', 'if', 'you', 'have', 'access', 'to', 'the', 'primary', 'source', 'it', 'is', 'much', 'better', 'to', 'cite', 'that', 'id', 'also', 'avoid', 'suggesting', 'the', 'source', 'directly', 'if', 'i', 'havent', 'see', 'the', 'post', 'i', 'just', 'linked']","['wsmith', 'say', 'sometimes', 'access', 'primary', 'source', 'much', 'better', 'cite', 'id', 'also', 'avoid', 'suggesting', 'source', 'directly', 'havent', 'see', 'post', 'linked']"
1776,Th0mist,"Tennessee, USA",GBock77 That doesnt make sense unless at lest a multimillionaire just trying to plunder a empire while I still can over here,GBock77 That doesnt make sense unless at lest a multimillionaire just trying to plunder a empire while I still can over here,"['gbock77', 'that', 'doesnt', 'make', 'sense', 'unless', 'at', 'lest', 'a', 'multimillionaire', 'just', 'trying', 'to', 'plunder', 'a', 'empire', 'while', 'i', 'still', 'can', 'over', 'here']","['gbock77', 'doesnt', 'make', 'sense', 'unless', 'lest', 'multimillionaire', 'trying', 'plunder', 'empire', 'still']"
1777,OleanderOswin,,and just keep winning with this dont you I cant see any downside to that other than our current situation,and just keep winning with this dont you I cant see any downside to that other than our current situation,"['and', 'just', 'keep', 'winning', 'with', 'this', 'dont', 'you', 'i', 'cant', 'see', 'any', 'downside', 'to', 'that', 'other', 'than', 'our', 'current', 'situation']","['keep', 'winning', 'dont', 'cant', 'see', 'downside', 'current', 'situation']"
1778,anabsolutenigh1,,Does anyone else roll up their to wipe their Like I cant be the only one I mean you dont just get on your that seem dumb,Does anyone else roll up their to wipe their Like I cant be the only one I mean you dont just get on your that seem dumb,"['does', 'anyone', 'else', 'roll', 'up', 'their', 'to', 'wipe', 'their', 'like', 'i', 'cant', 'be', 'the', 'only', 'one', 'i', 'mean', 'you', 'dont', 'just', 'get', 'on', 'your', 'that', 'seem', 'dumb']","['anyone', 'else', 'roll', 'wipe', 'like', 'cant', 'one', 'mean', 'dont', 'get', 'seem', 'dumb']"
1779,styledbykevo,,My toxic trait is saying over mad at somebody but not really but the only thing that would make me feel better is to beat their ass but I cant so just gon say,My toxic trait is saying over mad at somebody but not really but the only thing that would make me feel better is to beat their ass but I cant so just gon say,"['my', 'toxic', 'trait', 'is', 'saying', 'over', 'mad', 'at', 'somebody', 'but', 'not', 'really', 'but', 'the', 'only', 'thing', 'that', 'would', 'make', 'me', 'feel', 'better', 'is', 'to', 'beat', 'their', 'ass', 'but', 'i', 'cant', 'so', 'just', 'gon', 'say']","['toxic', 'trait', 'saying', 'mad', 'somebody', 'really', 'thing', 'would', 'make', 'feel', 'better', 'beat', 'ass', 'cant', 'gon', 'say']"
1780,thomas_curryer,"South East, England",We just cant seem to close out a game I wont be if this turns into another draw but remain hopeful we can get those vital 3,We just cant seem to close out a game I wont be if this turns into another draw but remain hopeful we can get those vital,"['we', 'just', 'cant', 'seem', 'to', 'close', 'out', 'a', 'game', 'i', 'wont', 'be', 'if', 'this', 'turns', 'into', 'another', 'draw', 'but', 'remain', 'hopeful', 'we', 'can', 'get', 'those', 'vital']","['cant', 'seem', 'close', 'game', 'wont', 'turns', 'another', 'draw', 'remain', 'hopeful', 'get', 'vital']"
1781,spaambam,22 | they/them | black/asian,i would have never known until that person kindly it to me clearly on a with access you can why shouldnt i say the and get just being purposely obtuse at that point,i would have never known until that person kindly it to me clearly on a with access you can why shouldnt i say the and get just being purposely obtuse at that point,"['i', 'would', 'have', 'never', 'known', 'until', 'that', 'person', 'kindly', 'it', 'to', 'me', 'clearly', 'on', 'a', 'with', 'access', 'you', 'can', 'why', 'shouldnt', 'i', 'say', 'the', 'and', 'get', 'just', 'being', 'purposely', 'obtuse', 'at', 'that', 'point']","['would', 'never', 'known', 'person', 'kindly', 'clearly', 'access', 'shouldnt', 'say', 'get', 'purposely', 'obtuse', 'point']"
1782,braincellswho,19,my sister both and eats with sound n i cant hold it against her so i never comment i just sit there like,my sister both and eats with sound n i cant hold it against her so i never comment i just sit there like,"['my', 'sister', 'both', 'and', 'eats', 'with', 'sound', 'n', 'i', 'cant', 'hold', 'it', 'against', 'her', 'so', 'i', 'never', 'comment', 'i', 'just', 'sit', 'there', 'like']","['sister', 'eats', 'sound', 'n', 'cant', 'hold', 'never', 'comment', 'sit', 'like']"
